kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
histogram.6.sm_75.ptx 209 : 279680 2735968 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 210 : 279680 16274624 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 211 : 279680 16449504 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 212 : 279680 16742944 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 213 : 279680 16964256 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 214 : 279680 2664480 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 215 : 279680 2675328 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 216 : 279680 2702432 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 217 : 279680 2719648 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 218 : 279680 2611488 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 219 : 279680 1907360 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 220 : 279680 2767936 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 221 : 279680 2735264 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 222 : 279680 16276672 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 223 : 279680 16461216 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 224 : 279680 16744736 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 225 : 279680 16971648 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 226 : 279680 2679232 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 227 : 279680 2679168 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 228 : 279680 2704640 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 229 : 279680 2738048 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 230 : 279680 2610304 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 231 : 279680 1922944 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 232 : 279680 2761472 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 233 : 279680 2743648 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 234 : 279680 16358176 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 235 : 279680 16523456 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 236 : 279680 16669600 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 237 : 279680 16925184 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 238 : 279680 2669952 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 239 : 279680 2677952 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 240 : 279680 2706592 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 241 : 279680 2726976 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 242 : 279680 2606848 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 243 : 279680 1932672 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 244 : 279680 2775168 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 245 : 279680 2749472 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 246 : 279680 16462848 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 247 : 279680 16603200 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 248 : 279680 16789216 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 249 : 279680 16933312 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 250 : 279680 2680960 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 251 : 279680 2684736 0 0 0 0 0 0 0 
